WKT,ID
"MULTIPOLYGON (((-1.09538670 50.80687312,-1.09532698 50.80687272,-1.09532763 50.80685339,-1.09533262 50.80685345,-1.09533291 50.80684432,-1.09532792 50.80684425,-1.09532929 50.80680107,-1.09533437 50.80680112,-1.09533455 50.80679209,-1.09532809 50.80679201,-1.09532852 50.80677836,-1.09538827 50.80677876,-1.09538670 50.80687312)))",BLD-3236F
"MULTIPOLYGON (((-1.09429134 50.80620356,-1.09430539 50.80624992,-1.09434596 50.80624471,-1.09435072 50.80626028,-1.09446557 50.80624620,-1.09451593 50.80624011,-1.09450127 50.80619352,-1.09445492 50.80619952,-1.09445047 50.80618431,-1.09444743 50.80618456,-1.09429134 50.80620356,-1.09429134 50.80620356)))",BLD-3218B
"MULTIPOLYGON (((-1.09444743 50.80618456,-1.09444534 50.80617440,-1.09445562 50.80617293,-1.09445096 50.80615801,-1.09444050 50.80615893,-1.09441686 50.80608337,-1.09441975 50.80608293,-1.09441759 50.80607498,-1.09441470 50.80607516,-1.09438719 50.80598670,-1.09439043 50.80598629,-1.09438816 50.80597838,-1.09438506 50.80597836,-1.09436899 50.80592558,-1.09435813 50.80588992,-1.09433519 50.80581604,-1.09433348 50.80581625,-1.09433068 50.80580811,-1.09417632 50.80582715,-1.09420619 50.80592435,-1.09422442 50.80598365,-1.09422288 50.80598387,-1.09422531 50.80599193,-1.09422655 50.80599173,-1.09423891 50.80602631,-1.09423607 50.80602669,-1.09423872 50.80603503,-1.09424019 50.80603480,-1.09429134 50.80620356,-1.09444743 50.80618456,-1.09444743 50.80618456)))",BLD-3218
"MULTIPOLYGON (((-1.09164795 50.80477097,-1.09121564 50.80484315,-1.09125117 50.80492762,-1.09168342 50.80485589,-1.09164795 50.80477097)))",BLD-3093A
"MULTIPOLYGON (((-1.09456701 50.80369224,-1.09462292 50.80368345,-1.09463394 50.80371157,-1.09481060 50.80368378,-1.09482111 50.80371060,-1.09482504 50.80370995,-1.09488616 50.80370017,-1.09492749 50.80379951,-1.09494208 50.80383619,-1.09494053 50.80383658,-1.09494578 50.80384922,-1.09495750 50.80388053,-1.09496220 50.80389183,-1.09496494 50.80389146,-1.09496833 50.80389969,-1.09496570 50.80390007,-1.09498766 50.80395339,-1.09499018 50.80395276,-1.09499261 50.80395865,-1.09468166 50.80401008,-1.09456701 50.80369224,-1.09456701 50.80369224)))",BLD-3067
"MULTIPOLYGON (((-1.09556103 50.80276798,-1.09553216 50.80274249,-1.09543858 50.80278503,-1.09546749 50.80281054,-1.09556103 50.80276798)))",BLD-2063
"MULTIPOLYGON (((-1.09534589 50.80146882,-1.09537895 50.80150399,-1.09537533 50.80150542,-1.09537656 50.80150667,-1.09534602 50.80151870,-1.09577832 50.80197850,-1.09590260 50.80193149,-1.09582613 50.80185031,-1.09583378 50.80184742,-1.09583174 50.80184525,-1.09582930 50.80184618,-1.09581140 50.80182717,-1.09581384 50.80182625,-1.09581180 50.80182408,-1.09580936 50.80182501,-1.09579146 50.80180601,-1.09579390 50.80180508,-1.09579186 50.80180292,-1.09578942 50.80180384,-1.09577152 50.80178484,-1.09577396 50.80178391,-1.09577192 50.80178175,-1.09576948 50.80178267,-1.09575157 50.80176366,-1.09572757 50.80174015,-1.09570974 50.80172123,-1.09571218 50.80172031,-1.09571014 50.80171814,-1.09570770 50.80171906,-1.09568988 50.80170015,-1.09569232 50.80169922,-1.09569028 50.80169706,-1.09568784 50.80169798,-1.09566985 50.80167888,-1.09567229 50.80167796,-1.09567025 50.80167579,-1.09566781 50.80167672,-1.09564982 50.80165762,-1.09565226 50.80165670,-1.09565022 50.80165453,-1.09564778 50.80165545,-1.09562980 50.80163637,-1.09563224 50.80163544,-1.09563020 50.80163328,-1.09562776 50.80163420,-1.09560978 50.80161511,-1.09561222 50.80161419,-1.09561018 50.80161202,-1.09560774 50.80161295,-1.09558981 50.80159391,-1.09559225 50.80159299,-1.09559021 50.80159082,-1.09558777 50.80159175,-1.09556984 50.80157271,-1.09557228 50.80157179,-1.09557024 50.80156962,-1.09556780 50.80157055,-1.09554995 50.80155160,-1.09555239 50.80155067,-1.09555035 50.80154851,-1.09554791 50.80154943,-1.09553004 50.80153047,-1.09553248 50.80152954,-1.09553044 50.80152738,-1.09552800 50.80152830,-1.09551007 50.80150927,-1.09551251 50.80150834,-1.09551047 50.80150618,-1.09550238 50.80150924,-1.09546656 50.80147121,-1.09542287 50.80148668,-1.09538910 50.80145103,-1.09534589 50.80146882,-1.09534589 50.80146882)))",BLD-N0087
"MULTIPOLYGON (((-1.09877035 50.80012679,-1.09891074 50.80012222,-1.09891458 50.80016948,-1.09891467 50.80017056,-1.09877410 50.80017514,-1.09877408 50.80017460,-1.09877035 50.80012679,-1.09877035 50.80012679)))",BLD-N0008
"MULTIPOLYGON (((-1.09891467 50.80017056,-1.09897881 50.80016846,-1.09897505 50.80012039,-1.09891074 50.80012222,-1.09891467 50.80017056)))",BLD-N0009
"MULTIPOLYGON (((-1.09932324 50.80016896,-1.09897971 50.80017990,-1.09897505 50.80012039,-1.09932965 50.80010929,-1.09932324 50.80016896)))",BLD-N0010
"MULTIPOLYGON (((-1.09816233 50.80034937,-1.09820214 50.80035098,-1.09815426 50.80034905,-1.09815440 50.80034743,-1.09814151 50.80034697,-1.09814137 50.80034859,-1.09810028 50.80034712,-1.09810043 50.80034550,-1.09808753 50.80034504,-1.09808739 50.80034665,-1.09804631 50.80034518,-1.09804645 50.80034357,-1.09803356 50.80034311,-1.09803341 50.80034472,-1.09799233 50.80034325,-1.09799247 50.80034164,-1.09797958 50.80034117,-1.09797944 50.80034279,-1.09792487 50.80034084,-1.09792501 50.80033922,-1.09790417 50.80033848,-1.09790403 50.80034009,-1.09787625 50.80033910,-1.09788571 50.80023292,-1.09790418 50.80023358,-1.09790404 50.80023519,-1.09795563 50.80023704,-1.09795578 50.80023542,-1.09796895 50.80023590,-1.09796881 50.80023751,-1.09802029 50.80023935,-1.09802044 50.80023774,-1.09803361 50.80023821,-1.09803347 50.80023983,-1.09808499 50.80024167,-1.09808514 50.80024005,-1.09809831 50.80024053,-1.09809817 50.80024214,-1.09814977 50.80024399,-1.09814991 50.80024237,-1.09816308 50.80024284,-1.09816294 50.80024446,-1.09821445 50.80024630,-1.09821460 50.80024469,-1.09822777 50.80024516,-1.09822763 50.80024677,-1.09827939 50.80024863,-1.09827954 50.80024701,-1.09829271 50.80024748,-1.09829257 50.80024910,-1.09834395 50.80025094,-1.09834410 50.80024932,-1.09836891 50.80025021,-1.09836997 50.80023822,-1.09836834 50.80023816,-1.09836864 50.80023484,-1.09843874 50.80023735,-1.09843789 50.80024690,-1.09847019 50.80024806,-1.09847031 50.80024662,-1.09848137 50.80024702,-1.09848124 50.80024846,-1.09851335 50.80024960,-1.09851348 50.80024817,-1.09852453 50.80024856,-1.09852440 50.80025000,-1.09855678 50.80025116,-1.09855690 50.80024972,-1.09856795 50.80025012,-1.09856783 50.80025155,-1.09860014 50.80025271,-1.09860027 50.80025127,-1.09861132 50.80025167,-1.09861119 50.80025311,-1.09864342 50.80025426,-1.09864355 50.80025282,-1.09865460 50.80025322,-1.09865447 50.80025466,-1.09868655 50.80025580,-1.09868667 50.80025437,-1.09869772 50.80025476,-1.09869760 50.80025620,-1.09872978 50.80025735,-1.09872991 50.80025591,-1.09874096 50.80025631,-1.09874083 50.80025775,-1.09877274 50.80025889,-1.09877287 50.80025745,-1.09878392 50.80025785,-1.09878379 50.80025928,-1.09881626 50.80026044,-1.09881639 50.80025901,-1.09882744 50.80025940,-1.09882731 50.80026084,-1.09885975 50.80026200,-1.09885988 50.80026056,-1.09887022 50.80026093,-1.09886542 50.80031479,-1.09886316 50.80031471,-1.09886189 50.80032890,-1.09886416 50.80032898,-1.09886242 50.80034850,-1.09886015 50.80034842,-1.09885834 50.80036881,-1.09886060 50.80036889,-1.09885998 50.80037590,-1.09885771 50.80037582,-1.09885589 50.80039625,-1.09885816 50.80039633,-1.09885754 50.80040333,-1.09885527 50.80040325,-1.09885346 50.80042359,-1.09885572 50.80042367,-1.09885510 50.80043067,-1.09885283 50.80043059,-1.09885103 50.80045086,-1.09885329 50.80045094,-1.09885267 50.80045795,-1.09885040 50.80045786,-1.09884861 50.80047794,-1.09885088 50.80047802,-1.09885026 50.80048502,-1.09884799 50.80048494,-1.09884616 50.80050543,-1.09884843 50.80050551,-1.09884781 50.80051251,-1.09884554 50.80051243,-1.09884373 50.80053278,-1.09884599 50.80053287,-1.09884537 50.80053987,-1.09884310 50.80053979,-1.09884128 50.80056029,-1.09884354 50.80056037,-1.09884292 50.80056738,-1.09884065 50.80056730,-1.09883885 50.80058752,-1.09884112 50.80058760,-1.09883805 50.80062209,-1.09881735 50.80062136,-1.09881745 50.80062029,-1.09877409 50.80061877,-1.09877400 50.80061985,-1.09874858 50.80061896,-1.09874868 50.80061788,-1.09870596 50.80061638,-1.09870586 50.80061746,-1.09868073 50.80061658,-1.09868082 50.80061550,-1.09863763 50.80061399,-1.09863753 50.80061507,-1.09861702 50.80061435,-1.09862036 50.80057595,-1.09862298 50.80057604,-1.09862476 50.80055567,-1.09862214 50.80055558,-1.09862275 50.80054858,-1.09862537 50.80054867,-1.09862714 50.80052833,-1.09862452 50.80052823,-1.09862513 50.80052123,-1.09862775 50.80052132,-1.09862953 50.80050095,-1.09862691 50.80050086,-1.09862752 50.80049385,-1.09863014 50.80049395,-1.09863192 50.80047349,-1.09862930 50.80047340,-1.09862991 50.80046640,-1.09863253 50.80046649,-1.09863432 50.80044598,-1.09863170 50.80044589,-1.09863231 50.80043889,-1.09863493 50.80043898,-1.09863672 50.80041842,-1.09863410 50.80041833,-1.09863471 50.80041132,-1.09863733 50.80041142,-1.09863910 50.80039120,-1.09863647 50.80039111,-1.09863708 50.80038410,-1.09863971 50.80038419,-1.09864112 50.80036798,-1.09863850 50.80036789,-1.09863923 50.80035945,-1.09862491 50.80035895,-1.09862506 50.80035729,-1.09860289 50.80035651,-1.09860274 50.80035817,-1.09858007 50.80035738,-1.09858022 50.80035572,-1.09855773 50.80035493,-1.09855759 50.80035659,-1.09853492 50.80035580,-1.09853506 50.80035414,-1.09851270 50.80035335,-1.09851256 50.80035501,-1.09843064 50.80035215,-1.09843005 50.80035896,-1.09841205 50.80035833,-1.09841220 50.80035667,-1.09837120 50.80035524,-1.09837105 50.80035690,-1.09835816 50.80035644,-1.09835830 50.80035478,-1.09831666 50.80035333,-1.09831652 50.80035499,-1.09830363 50.80035454,-1.09830377 50.80035287,-1.09826291 50.80035144,-1.09826276 50.80035311,-1.09824987 50.80035265,-1.09825002 50.80035099,-1.09820923 50.80034956,-1.09820908 50.80035123,-1.09820214 50.80035098,-1.09816233 50.80034937)))",BLD-N0003
"MULTIPOLYGON (((-1.09942902 50.80135234,-1.09937544 50.80135047,-1.09938476 50.80124313,-1.09939790 50.80124359,-1.09939989 50.80122070,-1.09941037 50.80122105,-1.09941073 50.80121674,-1.09944368 50.80121786,-1.09944101 50.80124733,-1.09943822 50.80124723,-1.09942902 50.80135234)))",BLD-N0021
"MULTIPOLYGON (((-1.09883625 50.80934216,-1.09885651 50.80934540,-1.09885277 50.80935479,-1.09890916 50.80936466,-1.09892163 50.80933335,-1.09884585 50.80932010,-1.09883625 50.80934216)))",BLD-3312
"MULTIPOLYGON (((-1.10203721 50.80820640,-1.10172691 50.80820325,-1.10173019 50.80806143,-1.10204089 50.80806470,-1.10203721 50.80820640)))",BLD-2267
"MULTIPOLYGON (((-1.10234301 50.80820951,-1.10203721 50.80820640,-1.10204089 50.80806470,-1.10234669 50.80806781,-1.10234301 50.80820951)))",BLD-2266
"MULTIPOLYGON (((-1.10276174 50.80821377,-1.10234301 50.80820951,-1.10234669 50.80806781,-1.10276542 50.80807206,-1.10276174 50.80821377)))",BLD-2265
"MULTIPOLYGON (((-1.10305295 50.80821672,-1.10276174 50.80821377,-1.10276532 50.80807204,-1.10305663 50.80807502,-1.10305295 50.80821672)))",BLD-2264
"MULTIPOLYGON (((-1.10352293 50.80819127,-1.10352235 50.80822157,-1.10313113 50.80821856,-1.10313229 50.80815798,-1.10311739 50.80815786,-1.10311776 50.80813871,-1.10313266 50.80813883,-1.10313386 50.80807588,-1.10352508 50.80807889,-1.10352495 50.80808590,-1.10352293 50.80819127,-1.10352293 50.80819127)))",BLD-2263
"MULTIPOLYGON (((-1.10362606 50.80808746,-1.10362688 50.80804673,-1.10383253 50.80804865,-1.10383170 50.80808454,-1.10382753 50.80808451,-1.10382745 50.80808896,-1.10362606 50.80808746,-1.10362606 50.80808746)))",BLD-2262C
"MULTIPOLYGON (((-1.10383170 50.80808454,-1.10406735 50.80808636,-1.10406787 50.80806210,-1.10416998 50.80806325,-1.10416958 50.80808763,-1.10443789 50.80809013,-1.10447590 50.80809023,-1.10447649 50.80806627,-1.10457868 50.80806724,-1.10457803 50.80809139,-1.10496588 50.80809517,-1.10496594 50.80809430,-1.10497149 50.80809441,-1.10497135 50.80810168,-1.10501363 50.80810200,-1.10501009 50.80822943,-1.10496826 50.80822874,-1.10496828 50.80823613,-1.10496276 50.80823625,-1.10496266 50.80823542,-1.10483054 50.80823389,-1.10482921 50.80825821,-1.10472719 50.80825734,-1.10472836 50.80823297,-1.10466941 50.80823241,-1.10447314 50.80823036,-1.10447273 50.80825477,-1.10437066 50.80825375,-1.10437050 50.80822950,-1.10433440 50.80822893,-1.10426877 50.80822880,-1.10426826 50.80823648,-1.10421791 50.80823596,-1.10421742 50.80822829,-1.10383068 50.80822398,-1.10383067 50.80822469,-1.10382495 50.80822464,-1.10382552 50.80819346,-1.10382745 50.80808896,-1.10382753 50.80808451,-1.10383170 50.80808454,-1.10383170 50.80808454)))",BLD-2262
"MULTIPOLYGON (((-1.10382552 50.80819346,-1.10352293 50.80819127,-1.10352495 50.80808590,-1.10362607 50.80808736,-1.10382745 50.80808896,-1.10382552 50.80819346,-1.10382552 50.80819346)))",BLD-2262A
"MULTIPOLYGON (((-1.10327839 50.80729084,-1.10327587 50.80739010,-1.10350325 50.80739254,-1.10350722 50.80724849,-1.10344087 50.80724735,-1.10327923 50.80724647,-1.10327839 50.80729084,-1.10327839 50.80729084)))",BLD-2242
"MULTIPOLYGON (((-1.10229007 50.80722377,-1.10229019 50.80722062,-1.10228817 50.80721934,-1.10224285 50.80721872,-1.10224291 50.80722068,-1.10222642 50.80722073,-1.10222612 50.80722555,-1.10220717 50.80722537,-1.10220791 50.80722049,-1.10219176 50.80722008,-1.10219151 50.80721827,-1.10215073 50.80721773,-1.10215025 50.80722063,-1.10209810 50.80721983,-1.10209857 50.80721777,-1.10205949 50.80721734,-1.10205888 50.80721932,-1.10200526 50.80721860,-1.10200505 50.80721678,-1.10196031 50.80721643,-1.10195936 50.80724477,-1.10196251 50.80724482,-1.10196181 50.80727082,-1.10195893 50.80727076,-1.10195807 50.80729420,-1.10196293 50.80729430,-1.10196236 50.80733664,-1.10195701 50.80733666,-1.10195628 50.80735986,-1.10195937 50.80736002,-1.10195862 50.80738613,-1.10228483 50.80739278,-1.10229007 50.80722377,-1.10229007 50.80722377)))",BLD-2239
"MULTIPOLYGON (((-1.10195862 50.80738613,-1.10195544 50.80738627,-1.10195433 50.80741453,-1.10199940 50.80741500,-1.10199943 50.80741321,-1.10205341 50.80741380,-1.10205321 50.80741573,-1.10209197 50.80741618,-1.10209210 50.80741422,-1.10214586 50.80741482,-1.10214588 50.80741683,-1.10218445 50.80741719,-1.10218460 50.80741527,-1.10223836 50.80741592,-1.10223843 50.80741779,-1.10228331 50.80741817,-1.10228483 50.80739278,-1.10195862 50.80738613,-1.10195862 50.80738613)))",BLD-2239A
"MULTIPOLYGON (((-1.10491025 50.80555478,-1.10491517 50.80546952,-1.10431775 50.80545650,-1.10431302 50.80554200,-1.10491025 50.80555478)))",BLD-2183
"MULTIPOLYGON (((-1.10348617 50.80543753,-1.10343141 50.80543683,-1.10343292 50.80539134,-1.10348784 50.80539175,-1.10348617 50.80543753)))",BLD-2193
"MULTIPOLYGON (((-1.10329980 50.80499804,-1.10325670 50.80499749,-1.10325422 50.80507575,-1.10323581 50.80507561,-1.10323544 50.80509470,-1.10333093 50.80509582,-1.10333376 50.80499847,-1.10332653 50.80499838,-1.10332715 50.80497978,-1.10330015 50.80497942,-1.10329980 50.80499804,-1.10329980 50.80499804)))",BLD-2191A
"MULTIPOLYGON (((-1.10306433 50.80495950,-1.10316965 50.80496077,-1.10316889 50.80499377,-1.10314820 50.80499362,-1.10311698 50.80499318,-1.10301535 50.80499203,-1.10301596 50.80495891,-1.10303594 50.80495915,-1.10303631 50.80494015,-1.10306490 50.80494050,-1.10306433 50.80495950)))",BLD-2198A
"MULTIPOLYGON (((-1.10279486 50.80498119,-1.10276381 50.80498074,-1.10276465 50.80495123,-1.10269122 50.80495004,-1.10269072 50.80495036,-1.10268968 50.80499859,-1.10266129 50.80499829,-1.10266134 50.80499784,-1.10264997 50.80499786,-1.10264968 50.80500503,-1.10265222 50.80500505,-1.10265177 50.80502930,-1.10264899 50.80502931,-1.10264877 50.80503652,-1.10265129 50.80503654,-1.10265084 50.80506075,-1.10264804 50.80506072,-1.10264781 50.80506788,-1.10265041 50.80506790,-1.10264956 50.80509211,-1.10264536 50.80509220,-1.10264231 50.80521896,-1.10278010 50.80522042,-1.10278015 50.80522152,-1.10279896 50.80522167,-1.10279904 50.80522047,-1.10285031 50.80522117,-1.10285029 50.80522218,-1.10286914 50.80522235,-1.10286916 50.80522134,-1.10301058 50.80522296,-1.10301045 50.80522389,-1.10302946 50.80522417,-1.10302948 50.80522303,-1.10308071 50.80522369,-1.10308069 50.80522470,-1.10309958 50.80522491,-1.10309960 50.80522376,-1.10334791 50.80522620,-1.10334763 50.80524096,-1.10334763 50.80524098,-1.10354744 50.80524284,-1.10354779 50.80521722,-1.10357661 50.80521755,-1.10358722 50.80520803,-1.10358742 50.80517944,-1.10354937 50.80517945,-1.10355004 50.80515603,-1.10355170 50.80515604,-1.10355180 50.80514389,-1.10355026 50.80514396,-1.10355104 50.80511143,-1.10355282 50.80511144,-1.10355327 50.80509944,-1.10355114 50.80509935,-1.10355373 50.80499013,-1.10335407 50.80498817,-1.10335155 50.80509968,-1.10323537 50.80509863,-1.10323544 50.80509470,-1.10323581 50.80507561,-1.10323582 50.80507522,-1.10323783 50.80507523,-1.10323797 50.80506749,-1.10323587 50.80506747,-1.10323631 50.80504342,-1.10323842 50.80504343,-1.10323856 50.80503560,-1.10323643 50.80503558,-1.10323688 50.80501160,-1.10323896 50.80501162,-1.10323910 50.80500384,-1.10316979 50.80500293,-1.10316982 50.80500497,-1.10314799 50.80500481,-1.10314820 50.80499362,-1.10311698 50.80499318,-1.10311677 50.80500254,-1.10310774 50.80500246,-1.10310771 50.80500376,-1.10306196 50.80500336,-1.10306199 50.80500194,-1.10305031 50.80500184,-1.10305028 50.80500320,-1.10300454 50.80500280,-1.10300457 50.80500139,-1.10299266 50.80500128,-1.10299263 50.80500270,-1.10296247 50.80500243,-1.10296291 50.80498248,-1.10279486 50.80498119,-1.10279486 50.80498119)))",BLD-2191
"MULTIPOLYGON (((-1.10161525 50.80438867,-1.10149439 50.80438711,-1.10148410 50.80478485,-1.10160233 50.80478675,-1.10160239 50.80478522,-1.10170955 50.80478694,-1.10171449 50.80455725,-1.10171810 50.80438954,-1.10161525 50.80438867,-1.10161525 50.80438867)))",BLD-2163
"MULTIPOLYGON (((-1.10172807 50.80392616,-1.10170886 50.80392602,-1.10170884 50.80392734,-1.10159062 50.80392556,-1.10159066 50.80392440,-1.10157749 50.80392410,-1.10157744 50.80392536,-1.10150578 50.80392428,-1.10149462 50.80436541,-1.10149462 50.80436541,-1.10156660 50.80436615,-1.10156657 50.80436738,-1.10157967 50.80436747,-1.10157971 50.80436629,-1.10161612 50.80436666,-1.10161580 50.80437484,-1.10161525 50.80438867,-1.10171810 50.80438954,-1.10172807 50.80392616,-1.10172807 50.80392616)))",BLD-2164
"MULTIPOLYGON (((-1.10279354 50.80407460,-1.10279631 50.80392287,-1.10278007 50.80392274,-1.10278005 50.80392332,-1.10268296 50.80392233,-1.10268297 50.80392189,-1.10266679 50.80392181,-1.10266678 50.80392232,-1.10256785 50.80392142,-1.10256871 50.80387718,-1.10257030 50.80387724,-1.10257048 50.80387329,-1.10243681 50.80387223,-1.10243671 50.80387600,-1.10243901 50.80387602,-1.10243765 50.80391908,-1.10243094 50.80391903,-1.10243092 50.80392000,-1.10232470 50.80391919,-1.10232472 50.80391856,-1.10230826 50.80391837,-1.10230824 50.80391892,-1.10221151 50.80391814,-1.10221149 50.80391763,-1.10219524 50.80391747,-1.10219511 50.80391807,-1.10215428 50.80391764,-1.10215514 50.80388007,-1.10197477 50.80387819,-1.10197502 50.80384904,-1.10185875 50.80384794,-1.10185774 50.80391425,-1.10184163 50.80391413,-1.10184159 50.80391521,-1.10174463 50.80391448,-1.10174465 50.80391337,-1.10172838 50.80391316,-1.10172807 50.80392616,-1.10171449 50.80455725,-1.10278061 50.80456847,-1.10279354 50.80407460,-1.10279354 50.80407460)))",BLD-2165
"MULTIPOLYGON (((-1.10243051 50.80480009,-1.10243092 50.80479686,-1.10170938 50.80479116,-1.10171449 50.80455725,-1.10278061 50.80456847,-1.10277445 50.80480360,-1.10243051 50.80480009)))",BLD-2165H
"MULTIPOLYGON (((-1.10277445 50.80480360,-1.10299547 50.80480592,-1.10304621 50.80480651,-1.10304647 50.80479477,-1.10304486 50.80479471,-1.10304519 50.80477616,-1.10304680 50.80477614,-1.10304717 50.80476275,-1.10304561 50.80476278,-1.10304672 50.80471146,-1.10304835 50.80471155,-1.10304860 50.80469807,-1.10304707 50.80469810,-1.10304812 50.80464690,-1.10304975 50.80464689,-1.10305011 50.80463350,-1.10304848 50.80463347,-1.10304940 50.80459551,-1.10304966 50.80458314,-1.10305129 50.80458323,-1.10305154 50.80456975,-1.10305001 50.80456978,-1.10305102 50.80452036,-1.10305282 50.80452036,-1.10305318 50.80450697,-1.10305159 50.80450695,-1.10305278 50.80445841,-1.10305439 50.80445846,-1.10305475 50.80444508,-1.10305314 50.80444503,-1.10305437 50.80439646,-1.10305520 50.80430887,-1.10305774 50.80427275,-1.10305934 50.80427276,-1.10305963 50.80425941,-1.10305807 50.80425933,-1.10305938 50.80421087,-1.10306100 50.80421089,-1.10306122 50.80419748,-1.10305963 50.80419743,-1.10306100 50.80414880,-1.10306249 50.80414880,-1.10306278 50.80413545,-1.10306129 50.80413542,-1.10306228 50.80409922,-1.10306018 50.80409927,-1.10306045 50.80409054,-1.10306885 50.80408977,-1.10306911 50.80407647,-1.10283120 50.80407486,-1.10279354 50.80407460,-1.10277445 50.80480360,-1.10277445 50.80480360)))",BLD-2165A
